NBI Number,INDOT District,Lattitude,Longitude,Place (Decoded)
3800064,Greenfield,40.225529,-84.551835,United States
3800065,Greenfield,40.220325,-84.560146,United States
3800066,Greenfield,40.220316,-84.544973,United States
3800068,Greenfield,40.204403,-84.573521,United States
3800069,Greenfield,40.221393,-84.551174,United States
3800072,Greenfield,40.210913,-84.560098,United States
3800073,Greenfield,40.243808,-84.585025,United States
3800074,Greenfield,40.213502,-84.593881,United States
3800075,Greenfield,40.213797,-84.594759,United States
3800077,Greenfield,40.222699,-85.002965,United States
3800078,Greenfield,40.225295,-85.003985,United States
3800079,Greenfield,40.231928,-85.00279,United States
3800081,Greenfield,40.243653,-85.002699,United States
3800082,Greenfield,40.245779,-84.595565,Portland city
3800083,Greenfield,40.252979,-84.590266,Portland city
3800086,Greenfield,40.253977,-85.022034,United States
3800087,Greenfield,40.261787,-85.030783,United States
3800088,Greenfield,40.255069,-85.035202,United States
3800089,Greenfield,40.252461,-85.034611,United States
3800090,Greenfield,40.245871,-85.032571,United States
3800091,Greenfield,40.270276,-85.011203,United States
3800092,Greenfield,40.27074,-85.02203,United States
3800093,Greenfield,40.27284,-85.025487,United States
3800094,Greenfield,40.272139,-85.032888,United States
3800095,Greenfield,40.2729,-85.043698,United States
3800096,Greenfield,40.273014,-85.054503,United States
3800097,Greenfield,40.264459,-85.054394,United States
3800099,Greenfield,40.275865,-85.061781,United States
3800100,Greenfield,40.28379,-85.060682,United States
3800101,Greenfield,40.283161,-85.072804,United States
3800105,Greenfield,40.300451,-85.103739,United States
3800110,Greenfield,40.31186,-85.103878,United States
3800111,Greenfield,40.312327,-85.10481,United States
3800112,Greenfield,40.313102,-85.103885,United States
3800115,Greenfield,40.275407,-85.121995,United States
3800119,Greenfield,40.275593,-85.091621,United States
3800121,Greenfield,40.26424,-85.111729,United States
3800122,Greenfield,40.260984,-85.125933,United States
3800124,Greenfield,40.273115,-85.081439,United States
3800125,Greenfield,40.253057,-85.084374,United States
3800126,Greenfield,40.242824,-85.082401,United States
3800127,Greenfield,40.242672,-85.075163,United States
3800129,Greenfield,40.235847,-85.064889,United States
3800130,Greenfield,40.233771,-85.062745,United States
3800131,Greenfield,40.231524,-85.05392,United States
3800132,Greenfield,40.23294,-85.051899,United States
3800133,Greenfield,40.231585,-85.043429,United States
3800134,Greenfield,40.225038,-85.040931,United States
3800135,Greenfield,40.224608,-85.03413,United States
3800137,Greenfield,40.222268,-85.023832,United States
3800138,Greenfield,40.221005,-85.021958,United States
3800139,Greenfield,40.220117,-85.020711,United States
3800144,Greenfield,40.315911,-84.594138,United States
3800145,Greenfield,40.304241,-84.581827,United States
3800147,Greenfield,40.301846,-84.57097,United States
3800150,Greenfield,40.29532,-84.552279,United States
3800151,Greenfield,40.291093,-84.534147,United States
3800152,Fort Wayne,40.33357,-85.00286,United States
3800156,Fort Wayne,40.331737,-85.01484,United States
3800157,Greenfield,40.323399,-85.014733,United States
3800160,Fort Wayne,40.331061,-85.031313,United States
3800161,Fort Wayne,40.331469,-85.040969,United States
3800162,Fort Wayne,40.334067,-85.042665,United States
3800163,Fort Wayne,40.332295,-85.051276,United States
3800165,Fort Wayne,40.332215,-84.563232,United States
3800166,Fort Wayne,40.324272,-84.560292,United States
3800167,Greenfield,40.322357,-84.545407,United States
3800168,Greenfield,40.313844,-84.542491,United States
3800169,Greenfield,40.304619,-84.535549,United States
3800170,Greenfield,40.304183,-84.534276,United States
3800171,Greenfield,40.302046,-84.523446,United States
3800173,Greenfield,40.301578,-84.505178,United States
3800174,Greenfield,40.295621,-84.495085,United States
3800175,Greenfield,40.293537,-84.490918,United States
3800176,Greenfield,40.28431,-84.481149,United States
3800177,Greenfield,40.273254,-84.481278,United States
3800180,Greenfield,40.29561,-84.501993,United States
3800181,Greenfield,40.295649,-84.511132,United States
3800184,Greenfield,40.28175,-84.515086,United States
3800187,Fort Wayne,40.332548,-84.504259,United States
3800188,Fort Wayne,40.340378,-84.501897,United States
3800189,Fort Wayne,40.334941,-84.480919,United States
3800190,Fort Wayne,40.340539,-84.505484,United States
3800192,Fort Wayne,40.340398,-84.513814,United States
3800193,Fort Wayne,40.341775,-84.501899,United States
3800195,Greenfield,40.255318,-84.584922,Portland city
3800196,Greenfield,40.254805,-84.582685,Portland city
3800197,Greenfield,40.305844,-85.095953,United States
3800198,Greenfield,40.293883,-84.534195,United States
3800200,Greenfield,40.321859,-84.563692,United States
3800201,Greenfield,40.291243,-85.112387,United States
3800202,Greenfield,40.290365,-84.515055,United States
3800203,Greenfield,40.290099,-84.54392,United States
3800204,Greenfield,40.290398,-84.513983,United States
3800205,Greenfield,40.290358,-84.505695,United States
3800206,Greenfield,40.290477,-84.483929,United States
3800207,Greenfield,40.205484,-85.085302,Redkey town
3800208,Greenfield,40.205104,-85.0856,Redkey town
3800209,Greenfield,40.21003,-85.084297,Redkey town
3800210,Greenfield,40.270022,-85.054428,United States
3800211,Greenfield,40.3125,-84.48097,United States
3800212,Greenfield,40.20581,-85.085026,Redkey town
3800213,Greenfield,40.203201,-85.100673,United States
3800214,Greenfield,40.33,-84.51,United States
3800215,Greenfield,40.32,-84.56,United States
3800216,Greenfield,40.303863,-85.072995,United States
3800217,Greenfield,40.305148,-85.072995,United States
3800218,Greenfield,40.210911,-84.560096,United States
3800219,Greenfield,40.200982,-85.102331,United States
3800220,Greenfield,40.304201,-84.581761,United States
3800221,Greenfield,40.205809,-85.08502,Redkey town
3800223,Greenfield,40.293545,-84.490917,United States
3900001,Seymour,38.412352,-85.351099,United States
3900002,Seymour,38.411019,-85.333735,United States
3900003,Seymour,38.433089,-85.310002,United States
3900004,Seymour,38.395518,-85.291779,United States
3900005,Seymour,38.362359,-85.311145,United States
3900006,Seymour,38.434123,-85.324382,United States
3900007,Seymour,38.385987,-85.331202,United States
3900008,Seymour,38.451126,-85.324273,United States
3900009,Seymour,38.465608,-85.290812,United States
3900010,Seymour,38.465559,-85.261313,United States
3900011,Seymour,38.465445,-85.284971,United States
3900012,Seymour,38.465965,-85.292093,United States
3900013,Seymour,38.470205,-85.295191,United States
3900014,Seymour,38.470294,-85.310105,United States
3900015,Seymour,38.46593,-85.312417,United States
3900016,Seymour,38.464706,-85.325634,United States
3900017,Seymour,38.471765,-85.352401,United States
3900018,Seymour,38.470009,-85.31079,United States
3900019,Seymour,38.473905,-85.383066,United States
3900020,Seymour,38.484245,-85.381771,United States
3900021,Seymour,38.485923,-85.302959,United States
3900022,Seymour,38.481531,-85.402512,United States
3900023,Seymour,38.452017,-85.310193,United States
3900024,Seymour,38.455314,-85.310282,United States
3900025,Seymour,38.525788,-85.311257,United States
3900026,Seymour,38.465078,-85.382455,United States
3900027,Seymour,38.454214,-85.295508,United States
3900028,Seymour,38.432292,-85.321671,United States
3900029,Seymour,38.480107,-85.365997,United States
3900030,Seymour,38.475367,-85.36355,United States
3900031,Seymour,38.483829,-85.341027,United States
3900032,Seymour,38.494385,-85.315548,United States
3900033,Seymour,38.461217,-85.261855,United States
3900034,Seymour,38.415918,-85.274452,United States
3900035,Seymour,38.39034,-85.293094,United States
3900036,Seymour,38.365719,-85.263677,United States
3900037,Seymour,38.531989,-85.285109,United States
3900038,Seymour,38.535398,-85.275235,United States
3900039,Seymour,38.541647,-85.30364,United States
3900040,Seymour,38.532936,-85.310538,Dupont town
3900041,Seymour,38.511123,-85.281992,United States
3900042,Seymour,38.532313,-85.165745,United States
3900043,Seymour,38.493433,-85.184524,United States
3900044,Seymour,38.445985,-85.224013,Madison city
3900045,Seymour,38.455955,-85.220671,Madison city
3900046,Seymour,38.542193,-85.212097,United States
3900047,Seymour,38.523797,-85.214987,United States
3900048,Seymour,38.502264,-85.153711,United States
3900050,Seymour,38.485651,-85.191877,United States
3900051,Seymour,38.493284,-85.200884,United States
3900052,Seymour,38.481226,-85.181168,United States
3900053,Seymour,38.471663,-85.165725,United States
3900054,Seymour,38.472634,-85.160976,United States
3900055,Seymour,38.480696,-85.145496,United States
3900056,Seymour,38.48298,-85.142074,United States
3900057,Seymour,38.500144,-85.135292,United States
3900058,Seymour,38.483856,-85.141412,United States
3900059,Seymour,38.445186,-85.200752,United States
3900060,Seymour,38.471148,-85.165331,United States
3900061,Seymour,38.453048,-85.145232,United States
3900062,Seymour,38.445373,-85.132591,United States
3900063,Seymour,38.450222,-85.131879,United States
3900064,Seymour,38.460582,-85.134631,United States
3900065,Seymour,38.443751,-85.173912,United States
3900066,Seymour,38.46251,-85.183422,United States
3900067,Seymour,38.471111,-85.180611,United States
3900068,Seymour,38.380672,-85.332651,United States
3900071,Seymour,38.46014,-85.301699,United States
3900072,Seymour,38.453272,-85.370817,United States
3900073,Seymour,38.460961,-85.370892,United States
3900074,Seymour,38.450646,-85.364929,United States
3900075,Seymour,38.474693,-85.274764,United States
3900076,Seymour,38.475811,-85.322009,United States
3900078,Seymour,38.482505,-85.310835,United States
3900079,Seymour,38.445912,-85.124403,United States
3900080,Seymour,38.463673,-85.145753,United States
3900081,Seymour,38.471555,-85.170606,United States
3900082,Seymour,38.473233,-85.17373,United States
3900083,Seymour,38.493771,-85.360366,United States
3900084,Seymour,38.48196,-85.351717,United States
3900085,Seymour,38.481139,-85.135245,United States
3900086,Seymour,38.501821,-85.153271,United States
3900087,Seymour,38.523096,-85.151305,United States
3900089,Seymour,38.502796,-85.122513,United States
3900090,Seymour,38.54161,-85.202939,United States
3900091,Seymour,38.530062,-85.200847,United States
3900092,Seymour,38.525704,-85.170484,United States
3900093,Seymour,38.530932,-85.170381,United States
3900096,Seymour,38.442562,-85.230274,Madison city
3900097,Seymour,38.442403,-85.224372,Madison city
3900098,Seymour,38.442536,-85.224114,Madison city
3900099,Seymour,38.442904,-85.22384,Madison city
3900101,Seymour,38.442474,-85.224898,Madison city
3900102,Seymour,38.52043,-85.342377,United States
3900103,Seymour,38.353213,-85.293352,United States
3900104,Seymour,38.383894,-85.294798,United States
3900105,Seymour,38.480426,-85.271283,United States
3900107,Seymour,38.472444,-85.121975,United States
3900108,Seymour,38.441228,-85.281415,United States
3900109,Seymour,38.4336,-85.3306,United States
3900110,Seymour,38.443944,-85.222791,Madison city
3900111,Seymour,38.432291,-85.32167,United States
3900112,Seymour,38.463673,-85.145753,United States
3900113,Seymour,38.523094,-85.151305,United States
3900114,Seymour,38.465077,-85.382455,United States
3900115,Seymour,38.475809,-85.322008,United States
3900116,Seymour,38.445914,-85.124402,United States
3900117,Seymour,38.49377,-85.360365,United States
3900118,Seymour,38.411018,-85.333736,United States
3900119,Seymour,38.471554,-85.170607,United States
3900120,Seymour,38.450644,-85.364929,United States
4000001,Seymour,39.071946,-85.460012,United States
4000002,Seymour,39.062569,-85.464735,United States
4000003,Seymour,39.053605,-85.460159,United States
4000004,Seymour,39.053815,-85.441978,United States
4000005,Seymour,39.044346,-85.460994,United States
4000006,Seymour,39.044862,-85.463107,United States
4000007,Seymour,39.065869,-85.405254,United States
4000008,Seymour,39.074679,-85.411212,United States
4000009,Seymour,39.054367,-85.421784,United States
4000010,Seymour,39.023267,-85.432083,United States
4000011,Seymour,39.023845,-85.443211,United States
4000012,Seymour,39.014239,-85.413764,United States
4000013,Seymour,39.014063,-85.45555,United States
4000014,Seymour,39.014051,-85.465359,United States
4000015,Seymour,39.023315,-85.444927,United States
4000016,Seymour,39.002813,-85.410736,United States
4000017,Seymour,39.003622,-85.42179,United States
4000018,Seymour,39.004877,-85.471221,United States
4000019,Seymour,38.595633,-85.450337,United States
4000020,Seymour,39.011505,-85.464582,United States
4000021,Seymour,38.59417,-85.464147,United States
4000022,Seymour,39.021701,-85.394741,United States
4000023,Seymour,39.03018,-85.373316,United States
4000024,Seymour,39.050449,-85.4313,United States
4000025,Seymour,39.050867,-85.42353,United States
4000026,Seymour,39.073346,-85.373896,United States
4000027,Seymour,39.024038,-85.400745,United States
4000028,Seymour,39.0404,-85.393117,United States
4000029,Seymour,39.063535,-85.390525,United States
4000030,Seymour,39.061401,-85.400661,United States
4000031,Seymour,39.052195,-85.4014,United States
4000032,Seymour,39.053218,-85.400379,United States
4000033,Seymour,39.045909,-85.38522,United States
4000035,Seymour,39.030525,-85.350689,United States
4000036,Seymour,39.045232,-85.324124,United States
4000037,Seymour,39.061035,-85.361539,United States
4000038,Seymour,39.024495,-85.312756,United States
4000039,Seymour,39.011348,-85.353764,United States
4000040,Seymour,39.023392,-85.332049,United States
4000041,Seymour,39.032652,-85.314361,United States
4000042,Seymour,39.033797,-85.313989,United States
4000043,Seymour,39.055621,-85.33215,United States
4000044,Seymour,39.063547,-85.321387,United States
4000045,Seymour,39.022144,-85.303651,United States
4000046,Seymour,39.041291,-85.291002,United States
4000047,Seymour,39.064206,-85.270046,United States
4000048,Seymour,39.095087,-85.274187,United States
4000049,Seymour,39.094786,-85.284385,United States
4000050,Seymour,39.003301,-85.300278,United States
4000051,Seymour,38.590795,-85.311748,United States
4000052,Seymour,39.001315,-85.310998,United States
4000053,Seymour,39.044396,-85.281879,United States
4000054,Seymour,39.061065,-85.330296,United States
4000055,Seymour,39.074395,-85.340757,United States
4000056,Seymour,39.075672,-85.31354,United States
4000057,Seymour,39.07035,-85.281775,United States
4000058,Seymour,38.593018,-85.280649,United States
4000059,Seymour,38.561634,-85.274968,United States
4000060,Seymour,38.591468,-85.362939,Vernon town
4000061,Seymour,38.592013,-85.343317,United States
4000062,Seymour,38.562381,-85.304116,United States
4000063,Seymour,38.575217,-85.290363,United States
4000064,Seymour,38.544147,-85.36457,United States
4000065,Seymour,38.5441,-85.425226,United States
4000066,Seymour,38.534927,-85.402516,United States
4000067,Seymour,38.491155,-85.380547,United States
4000068,Seymour,38.50231,-85.373135,United States
4000069,Seymour,38.520378,-85.370376,United States
4000070,Seymour,38.520531,-85.343921,United States
4000071,Seymour,38.520498,-85.342577,United States
4000072,Seymour,38.553358,-85.352832,United States
4000073,Seymour,38.565863,-85.351077,United States
4000074,Seymour,38.535072,-85.33034,United States
4000075,Seymour,38.550029,-85.294836,United States
4000076,Seymour,38.535856,-85.333027,United States
4000077,Seymour,38.533481,-85.365586,United States
4000078,Seymour,38.523796,-85.39599,United States
4000079,Seymour,38.530971,-85.435283,United States
4000080,Seymour,38.531625,-85.43527,United States
4000081,Seymour,38.581566,-85.384269,United States
4000082,Seymour,38.590042,-85.364982,Vernon town
4000083,Seymour,38.583523,-85.371198,United States
4000084,Seymour,38.573084,-85.390768,United States
4000085,Seymour,38.572022,-85.392794,United States
4000086,Seymour,38.555837,-85.431258,United States
4000087,Seymour,38.570728,-85.392481,United States
4000088,Seymour,38.571552,-85.410592,United States
4000089,Seymour,38.535232,-85.424742,United States
4000090,Seymour,38.51132,-85.400619,United States
4000091,Seymour,38.543946,-85.434869,United States
4000093,Seymour,38.544007,-85.454442,United States
4000094,Seymour,38.553227,-85.442994,United States
4000095,Seymour,38.574558,-85.411612,United States
4000096,Seymour,38.553521,-85.442588,United States
4000099,Seymour,38.493849,-85.464443,United States
4000100,Seymour,38.501773,-85.424806,United States
4000101,Seymour,38.495221,-85.452962,United States
4000102,Seymour,38.494554,-85.464201,United States
4000103,Seymour,38.571571,-85.445558,United States
4000104,Seymour,38.533938,-85.463785,United States
4000105,Seymour,38.590195,-85.430838,United States
4000106,Seymour,38.595942,-85.471208,United States
4000107,Seymour,39.000108,-85.422043,United States
4000108,Seymour,38.595914,-85.432516,United States
4000109,Seymour,39.042376,-85.364516,United States
4000112,Seymour,39.052678,-85.452257,United States
4000113,Seymour,39.084788,-85.272806,United States
4000114,Seymour,39.002463,-85.44034,United States
4000117,Seymour,38.522955,-85.453214,United States
4000118,Seymour,38.491585,-85.410243,United States
4000120,Seymour,39.022634,-85.351393,United States
4000121,Seymour,38.503406,-85.371019,United States
4000122,Seymour,38.54464,-85.291793,United States
4000123,Seymour,39.032803,-85.312811,United States
4000124,Seymour,39.060322,-85.282546,United States
4000125,Seymour,39.0541,-85.342594,United States
4000126,Seymour,39.063306,-85.390153,United States
4000128,Seymour,38.590513,-85.410917,United States
4000132,Seymour,38.571595,-85.425641,United States
4000133,Seymour,38.562393,-85.440589,United States
4000134,Seymour,38.52403,-85.463604,United States
4000135,Seymour,38.573494,-85.390746,United States
4000136,Seymour,38.593991,-85.37176,North Vernon city
4000137,Seymour,39.053804,-85.293015,United States
4000138,Seymour,39.07442,-85.321321,United States
4000139,Seymour,39.042553,-85.335423,United States
4000140,Seymour,38.531806,-85.41209,United States
4000141,Seymour,39.060011,-85.464858,United States
4000142,Seymour,39.0654,-85.4606,United States
4000167,Seymour,38.591601,-85.405599,United States
4000200,Seymour,39.0233,-85.316,United States
4000201,Seymour,39.023314,-85.444926,United States
4000202,Seymour,39.004878,-85.471222,United States
4000203,Seymour,38.555837,-85.431258,United States
4000204,Seymour,38.593991,-85.371761,North Vernon city
4000205,Seymour,39.074678,-85.411212,United States
4000206,Seymour,39.045909,-85.385221,United States
4000207,Seymour,38.590794,-85.311748,United States
4000208,Seymour,39.074393,-85.340758,United States
4000209,Seymour,38.555826,-85.351094,United States
4000210,Seymour,39.002812,-85.410736,United States
4000211,Seymour,38.535071,-85.330342,United States
4000213,Seymour,39.003622,-85.42179,United States
4000214,Seymour,39.050586,-85.431376,United States
4100001,Seymour,39.22087,-86.135217,United States
4100002,Seymour,39.221724,-86.132075,United States
4100003,Seymour,39.231031,-86.15,United States
4100004,Seymour,39.235695,-86.125628,United States
4100005,Seymour,39.25369,-86.131461,United States
4100006,Seymour,39.234836,-86.095179,United States
4100007,Seymour,39.250911,-86.063222,United States
4100008,Seymour,39.231069,-86.111143,United States
4100010,Seymour,39.224612,-86.114572,United States
4100011,Seymour,39.220029,-86.114631,United States
4100012,Seymour,39.22078,-86.135045,United States
4100013,Seymour,39.221078,-86.124384,United States
4100014,Seymour,39.251271,-86.062042,United States
4100015,Seymour,39.254176,-86.050937,United States
4100016,Seymour,39.221122,-86.050631,United States
4100017,Seymour,39.253282,-86.040035,United States
4100018,Seymour,39.235618,-86.021368,United States
4100019,Seymour,39.24142,-86.023308,United States
4100020,Seymour,39.25441,-86.021551,United States
4100021,Seymour,39.235894,-85.595891,United States
4100022,Seymour,39.253339,-86.003957,United States
4100023,Seymour,39.260541,-85.594981,United States
4100024,Seymour,39.25114,-85.584136,United States
4100025,Seymour,39.250784,-86.001886,United States
4100026,Seymour,39.241344,-86.001884,United States
4100027,Seymour,39.224024,-85.571122,United States
4100028,Seymour,39.262919,-86.014992,United States
4100030,Seymour,39.265495,-85.580533,United States
4100031,Seymour,39.291219,-86.071946,United States
4100032,Seymour,39.292635,-86.020635,Franklin city
4100033,Seymour,39.31166,-86.025851,United States
4100034,Seymour,39.30302,-86.013196,United States
4100035,Seymour,39.29529,-86.013425,United States
4100036,Seymour,39.265052,-86.071105,United States
4100037,Seymour,39.30255,-86.06472,United States
4100038,Seymour,39.302675,-86.053807,United States
4100039,Seymour,39.293418,-86.061106,United States
4100040,Seymour,39.274482,-86.062323,United States
4100041,Seymour,39.294928,-86.140593,United States
4100042,Seymour,39.322064,-86.083894,United States
4100043,Seymour,39.295386,-86.113195,United States
4100044,Seymour,39.295269,-86.135372,United States
4100045,Seymour,39.291978,-86.14403,United States
4100046,Seymour,39.254819,-86.145177,United States
4100047,Seymour,39.255985,-86.124656,United States
4100048,Seymour,39.262671,-86.113009,United States
4100049,Seymour,39.284541,-86.134964,United States
4100050,Seymour,39.255213,-86.142742,United States
4100051,Seymour,39.29041,-86.122451,United States
4100052,Seymour,39.290589,-86.123891,United States
4100053,Seymour,39.354765,-86.114955,United States
4100054,Seymour,39.353087,-86.114936,United States
4100055,Seymour,39.32459,-86.142193,United States
4100056,Seymour,39.32139,-86.131339,United States
4100057,Seymour,39.361794,-86.123545,United States
4100058,Seymour,39.360201,-86.122455,Greenwood city
4100059,Seymour,39.353681,-86.111487,Greenwood city
4100060,Seymour,39.33564,-86.103924,United States
4100061,Seymour,39.343804,-86.112049,United States
4100062,Seymour,39.343488,-86.135244,United States
4100063,Seymour,39.374124,-86.080419,Greenwood city
4100064,Seymour,39.320357,-86.075027,United States
4100065,Seymour,39.320273,-86.033258,United States
4100066,Seymour,39.325771,-86.063988,United States
4100067,Seymour,39.335085,-86.064039,United States
4100068,Seymour,39.352344,-86.022535,United States
4100069,Seymour,39.340411,-86.012887,United States
4100070,Seymour,39.320825,-86.014251,United States
4100071,Seymour,39.364864,-86.073119,Greenwood city
4100072,Seymour,39.364862,-86.074693,Greenwood city
4100073,Seymour,39.361288,-85.590539,United States
4100074,Seymour,39.370782,-86.001702,United States
4100075,Seymour,39.372335,-86.010788,United States
4100076,Seymour,39.365322,-85.592604,United States
4100077,Seymour,39.304256,-85.581116,United States
4100078,Seymour,39.330848,-85.583512,United States
4100079,Seymour,39.334796,-86.011755,United States
4100080,Seymour,39.340229,-85.584199,United States
4100081,Seymour,39.345665,-85.590367,United States
4100082,Seymour,39.314943,-85.572261,United States
4100083,Seymour,39.314741,-85.585576,United States
4100084,Seymour,39.223536,-86.093091,United States
4100085,Seymour,39.345632,-85.584123,United States
4100086,Seymour,39.330469,-86.010602,United States
4100087,Seymour,39.253409,-86.001743,United States
4100088,Seymour,39.301345,-85.573033,United States
4100089,Seymour,39.363251,-85.573708,United States
4100090,Seymour,39.34568,-85.591586,United States
4100091,Seymour,39.305361,-86.055135,United States
4100092,Seymour,39.204393,-86.055301,Princes Lakes town
4100093,Seymour,39.372231,-86.010562,United States
4100094,Seymour,39.373138,-86.103878,Greenwood city
4100095,Seymour,39.371452,-86.100218,Greenwood city
4100096,Seymour,39.331173,-86.060603,New Whiteland town
4100098,Seymour,39.375402,-86.103842,Greenwood city
4100099,Seymour,39.283316,-86.025531,Franklin city
4100100,Seymour,39.283815,-86.031861,Franklin city
4100101,Seymour,39.284118,-86.030945,Franklin city
4100102,Seymour,39.284712,-86.025698,Franklin city
4100103,Seymour,39.285736,-86.024879,Franklin city
4100104,Seymour,39.290729,-86.02364,Franklin city
4100105,Seymour,39.364678,-86.062268,Greenwood city
4100106,Seymour,39.362395,-86.065961,Greenwood city
4100107,Seymour,39.254076,-86.000843,United States
4100108,Seymour,39.330832,-85.592515,United States
4100110,Seymour,39.255487,-86.094182,United States
4100111,Seymour,39.255845,-86.053869,United States
4100112,Seymour,39.320845,-86.031902,United States
4100113,Seymour,39.335561,-86.145445,United States
4100114,Seymour,39.341632,-86.110646,United States
4100115,Seymour,39.335528,-86.104934,United States
4100116,Seymour,39.252522,-85.581119,United States
4100117,Seymour,39.331892,-86.054902,New Whiteland town
4100118,Seymour,39.365021,-86.070053,Greenwood city
4100119,Seymour,39.375642,-86.075741,Greenwood city
4100120,Seymour,39.345767,-86.112631,United States
4100121,Seymour,39.291677,-86.050157,Franklin city
4100122,Seymour,39.293859,-86.040619,Franklin city
4100123,Seymour,39.292844,-86.020331,Franklin city
4100124,Seymour,39.372957,-86.093223,Greenwood city
4100125,Seymour,39.355139,-86.094198,Greenwood city
4100130,Seymour,39.235703,-86.015144,United States
4100140,Seymour,39.340758,-85.594089,United States
4100141,Seymour,39.321464,-86.053955,United States
4100142,Seymour,39.364981,-86.060773,Greenwood city
4100145,Seymour,39.364809,-86.113588,Greenwood city
4100146,Seymour,39.330004,-86.045356,Whiteland town
4100147,Seymour,39.214567,-86.044345,United States
4100148,Seymour,39.364721,-86.061211,Greenwood city
4100149,Seymour,39.365337,-86.121361,United States
4100150,Seymour,39.332521,-86.045252,Whiteland town
4100151,Seymour,39.353308,-86.104024,United States
4100152,Seymour,39.22378,-86.061572,United States
4100153,Seymour,39.354534,-86.095518,United States
4100154,Seymour,39.351682,-86.101054,United States
4100155,Seymour,39.263264,-85.593258,United States
4100156,Seymour,39.353917,-86.053074,Greenwood city
4100157,Seymour,39.345689,-85.570786,United States
4100158,Seymour,39.33252,-86.045251,Whiteland town
4100205,Seymour,39.304918,-86.065457,United States
4100207,Seymour,39.273661,-86.07187,United States
4100208,Seymour,39.321758,-86.114747,United States
4100609,Seymour,39.354543,-86.052754,Greenwood city
4100610,Seymour,39.360139,-86.052618,Greenwood city
4100611,Seymour,39.374181,-86.065987,Greenwood city
4100612,Seymour,39.280879,-86.052222,Greenwood city
4100613,Seymour,39.36,-86.06,Greenwood city
4100614,Seymour,39.35,-86.05,Greenwood city
4100615,Seymour,39.37,-86.08,Greenwood city
4100616,Seymour,39.37,-86.01,United States
4100617,Seymour,39.3,-86.05,United States
4100618,Seymour,39.36,-86.12,United States
4100619,Seymour,39.3,-86.03,Franklin city
4100621,Seymour,39.254339,-86.050938,United States
4100622,Seymour,39.353088,-86.114936,United States
4100623,Seymour,39.31439,-86.141204,United States
4100624,Seymour,39.333841,-86.134296,United States
4100625,Seymour,39.345678,-85.591741,United States
4100626,Seymour,39.3403,-85.595816,United States
4100627,Seymour,39.374814,-86.01455,United States
4100628,Seymour,39.375653,-86.065756,Greenwood city
4100629,Seymour,39.375653,-86.065756,Greenwood city
4200001,Vincennes,38.513579,-87.310958,United States
4200004,Vincennes,38.534351,-87.295597,United States
4200006,Vincennes,38.534038,-87.251938,United States
4200007,Vincennes,38.534042,-87.241447,United States
4200008,Vincennes,38.534066,-87.25459,United States
4200010,Vincennes,38.512963,-87.213633,United States
4200011,Vincennes,38.51307,-87.211211,United States
4200016,Vincennes,38.524816,-87.185632,United States
4200017,Vincennes,38.533556,-87.185612,United States
4200023,Vincennes,38.525401,-87.204819,United States
4200025,Vincennes,38.364934,-87.325374,United States
4200026,Vincennes,38.472815,-87.172082,United States
4200029,Vincennes,38.531879,-87.170573,United States
4200030,Vincennes,38.532102,-87.154442,United States
4200031,Vincennes,38.360288,-87.342864,United States
4200034,Vincennes,38.323129,-87.331409,United States
4200038,Vincennes,38.351714,-87.35309,United States
4200042,Vincennes,38.333936,-87.330162,United States
4200043,Vincennes,38.333941,-87.314542,United States
4200044,Vincennes,38.323066,-87.310723,United States
4200045,Vincennes,38.351449,-87.310189,United States
4200046,Vincennes,38.315296,-87.313661,United States
4200050,Vincennes,38.344279,-87.31401,United States
4200051,Vincennes,38.353703,-87.351133,United States
4200053,Vincennes,38.331019,-87.270446,United States
4200054,Vincennes,38.331007,-87.253504,United States
4200055,Vincennes,38.272347,-87.421732,United States
4200056,Vincennes,38.282147,-87.425939,United States
4200058,Vincennes,38.300717,-87.324122,United States
4200060,Vincennes,38.312397,-87.374861,United States
4200061,Vincennes,38.340384,-87.361656,United States
4200062,Vincennes,38.340415,-87.35017,United States
4200063,Vincennes,38.331149,-87.363352,United States
4200064,Vincennes,38.32185,-87.372486,United States
4200065,Vincennes,38.32177,-87.354678,United States
4200066,Vincennes,38.311482,-87.360942,United States
4200067,Vincennes,38.320611,-87.360955,United States
4200068,Vincennes,38.345362,-87.36098,United States
4200069,Vincennes,38.330782,-87.225756,United States
4200070,Vincennes,38.334692,-87.222674,United States
4200071,Vincennes,38.323634,-87.200307,United States
4200072,Vincennes,38.331022,-87.185562,United States
4200073,Vincennes,38.351086,-87.21017,United States
4200076,Vincennes,38.350171,-87.224129,United States
4200077,Vincennes,38.363339,-87.241529,United States
4200078,Vincennes,38.33253,-87.302055,United States
4200079,Vincennes,38.35327,-87.303,United States
4200082,Vincennes,38.353044,-87.223822,United States
4200083,Vincennes,38.372869,-87.193159,United States
4200085,Vincennes,38.341153,-87.22537,United States
4200086,Vincennes,38.354182,-87.242639,United States
4200087,Vincennes,38.375275,-87.270415,United States
4200089,Vincennes,38.374553,-87.231996,United States
4200090,Vincennes,38.313917,-87.172514,United States
4200092,Vincennes,38.341374,-87.173682,United States
4200094,Vincennes,38.342384,-87.174727,United States
4200096,Vincennes,38.34326,-87.16061,United States
4200097,Vincennes,38.344146,-87.161994,United States
4200098,Vincennes,38.342072,-87.151621,United States
4200100,Vincennes,38.351572,-87.181479,United States
